state,office,district,mean_vote,q_025,q_975,potential_power,pr_close,pr_tip,realized_power
HI,statesenate,,0.960612,0.84,1.08,0.054272325588493625,3.513045149873107e-101,1.0,1.906611301809916e-102
MA,statesenate,,0.9244275,0.8,1.05,0.2637085893457232,2.4635861291652738e-104,1.0,6.49668822853865e-105
HI,statehouse,,0.9226274509803922,0.803921568627451,1.0392156862745099,0.054272325588493625,1.1725889567588052e-109,1.0,6.363912964268595e-111
MI,ushouse,MI-04,0.33213117177257784,0.21628951055282788,0.44640124164864237,12.5,0.3532746532389905,0.0,0.0
IN,ushouse,IN-06,0.2878157640089476,0.1714929328883098,0.40259875618546936,12.5,0.3532746532389905,0.0,0.0
MA,ushouse,MA-02,0.6663060701296557,0.550553907670774,0.7805201905031167,12.5,0.3532746532389905,0.0,0.0
MA,ushouse,MA-03,0.9763744915722519,0.8836188658034497,1.0,12.5,0.3532746532389905,0.0,0.0
MA,ushouse,MA-05,0.7400074332910875,0.627628592953677,0.8539612873502933,12.5,0.3532746532389905,0.0,0.0
MA,ushouse,MA-07,0.9769657704508843,0.8877492601585215,1.0,12.5,0.3532746532389905,0.0,0.0
MA,ushouse,MA-08,0.9769283706327069,0.884033533952442,1.0,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-03,0.6969466917859591,0.5835709046561146,0.8107523131500791,12.5,0.3532746532389905,0.0,0.0
MI,ushouse,MI-10,0.3368259974503616,0.2223157209474714,0.4506155455119191,12.5,0.3532746532389905,0.0,0.0
WY,ushouse,WY-01,0.26500329471655826,0.1510194110167528,0.37903975406917784,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-07,0.3024810771951824,0.189168989928568,0.4182927009050472,12.5,0.3532746532389905,0.0,0.0
WI,ushouse,WI-02,0.6974504947593382,0.5799692779309608,0.8144636202434873,12.5,0.3532746532389905,0.0,0.0
WV,ushouse,WV-03,0.2878315540768838,0.17214514014178728,0.400684376375313,12.5,0.3532746532389905,0.0,0.0
SC,ushouse,SC-03,0.2877853198587852,0.17015524124941267,0.40225025273984644,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-08,0.30998260138162215,0.1973188361786299,0.4220023147894898,12.5,0.3532746532389905,0.0,0.0
WV,ushouse,WV-02,0.36980467755345764,0.25392458308844584,0.4858664647497943,12.5,0.3532746532389905,0.0,0.0
WV,ushouse,WV-01,0.3088301135215338,0.19610854790807664,0.4216816072533572,12.5,0.3532746532389905,0.0,0.0
MI,ushouse,MI-12,0.6833902021258015,0.5685633557170464,0.7967916478513974,12.5,0.3532746532389905,0.0,0.0
RI,ushouse,RI-01,0.9771528763159498,0.8877132219940013,1.0,12.5,0.3532746532389905,0.0,0.0
KS,ushouse,KS-01,0.28607163079379905,0.17253326937878535,0.4021229458365084,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-02,0.6745953245651511,0.5603374610959576,0.7918431412829761,12.5,0.3532746532389905,0.0,0.0
LA,ushouse,LA-05,0.3319369394240586,0.21708420558847044,0.44721002077488203,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-01,0.3639881333767974,0.2498608154098508,0.4783361050277202,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-04,0.7959906057928069,0.6810480925879685,0.9085369580533326,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-05,0.689341944885948,0.5756960794966047,0.8024864382256354,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-07,0.7192421856394758,0.6063611237078874,0.8334388616625942,12.5,0.3532746532389905,0.0,0.0
MD,ushouse,MD-08,0.6765887502604357,0.562936227619181,0.7921172336624389,12.5,0.3532746532389905,0.0,0.0
IN,ushouse,IN-09,0.35587602679101604,0.24165531007150723,0.47037664601086493,12.5,0.3532746532389905,0.0,0.0
LA,ushouse,LA-06,0.2644781168626934,0.14873765048079843,0.3770844565640711,12.5,0.3532746532389905,0.0,0.0
LA,ushouse,LA-04,0.2968207867947216,0.18384052128184056,0.4098214463350734,12.5,0.3532746532389905,0.0,0.0
KY,ushouse,KY-01,0.25032881707291865,0.13624306713274612,0.36560943822149145,12.5,0.3532746532389905,0.0,0.0
LA,ushouse,LA-03,0.20897372480401596,0.09371699980236871,0.3240406488560608,12.5,0.3532746532389905,0.0,0.0
LA,ushouse,LA-02,0.8097431136777343,0.693677295449582,0.9254725495154488,12.5,0.3532746532389905,0.0,0.0
LA,ushouse,LA-01,0.259087060049825,0.1442497587205076,0.37351531491838497,12.5,0.3532746532389905,0.0,0.0
KY,ushouse,KY-05,0.16026027795525005,0.04615861435912871,0.2734143283358535,12.5,0.3532746532389905,0.0,0.0
KY,ushouse,KY-04,0.32850417862879455,0.21420575225710717,0.44049077019673966,12.5,0.3532746532389905,0.0,0.0
KY,ushouse,KY-02,0.2700852561028318,0.15622703244420147,0.3846177965237699,12.5,0.3532746532389905,0.0,0.0
MA,ushouse,MA-01,0.9771302084900239,0.8856407300480459,1.0,12.5,0.3532746532389905,0.0,0.0
IN,ushouse,IN-08,0.30818667588959126,0.19617743749146294,0.4211174360491451,12.5,0.3532746532389905,0.0,0.0
WI,ushouse,WI-04,0.7666112652478967,0.6525605042619775,0.880689708935179,12.5,0.3532746532389905,0.0,0.0
OK,ushouse,OK-01,0.3385828031903447,0.22317836842785244,0.455125856934401,12.5,0.3532746532389905,0.0,0.0
ID,president,,0.3409866784258874,0.2270622102278846,0.45457576677288025,25.0,0.14825317267979313,0.0,0.0
WY,ussenate,WY,0.2677890078047087,0.15206946514598343,0.38118528847063315,12.5,0.49661610501116144,0.0,0.0
NE,ussenate,NE,0.27788955732347864,0.16434623227932524,0.39431539259740245,12.5,0.49661610501116144,0.0,0.0
LA,ussenate,LA,0.24255192237546486,0.12879954079721945,0.35641793631514296,12.5,0.49661610501116144,0.0,0.0
AR,ussenate,AR,0.023147259999986396,0.0,0.11584007774302066,12.5,0.49661610501116144,0.0,0.0
WV,ussenate,WV,0.27735215805867636,0.16463314476016258,0.39096201907531636,12.5,0.49661610501116144,0.0,0.0
WY,president,,0.27542459281990733,0.1623804295369381,0.38856401679199504,25.0,0.14825317267979313,0.0,0.0
OK,president,,0.33070034109757146,0.2164492596184557,0.4424390014596944,25.0,0.14825317267979313,0.0,0.0
MA,president,,0.6681077751851995,0.5511848124864968,0.7817955024270744,25.0,0.14825317267979313,0.0,0.0
SD,president,,0.36572561599744585,0.252227685423655,0.4804744104251542,25.0,0.14825317267979313,0.0,0.0
WA,ushouse,WA-09,0.7437930644116568,0.6274847915815164,0.8587637559511694,12.5,0.3532746532389905,0.0,0.0
UT,president,,0.3934972731395773,0.27929321371488675,0.5054741994122223,25.0,0.14825317267979313,0.0,0.0
ND,president,,0.327605026040163,0.21333755420705172,0.44399260089162457,25.0,0.14825317267979313,0.0,0.0
VT,president,,0.6822904366997967,0.5669646221795123,0.7948303598526887,25.0,0.14825317267979313,0.0,0.0
AR,president,,0.35747450237600586,0.24517494402733597,0.4709119371730361,25.0,0.14825317267979313,0.0,0.0
WV,president,,0.3022512231001198,0.18857439622530137,0.41566819227582413,25.0,0.14825317267979313,0.0,0.0
DC,president,,0.9450563731986839,0.8343820773373273,1.059816075899928,25.0,0.14825317267979313,0.0,0.0
ND,statehouse,,0.14968829787234042,0.031914893617021274,0.26595744680851063,0.02904006179294728,0.0,1.0,0.0
SD,statehouse,,0.11474000000000001,0.0,0.22857142857142856,0.033707320331888536,0.0,1.0,0.0
WY,statesenate,,0.06637,-0.03333333333333333,0.16666666666666666,0.02207344542733431,0.0,1.0,0.0
TN,statesenate,,0.18132121212121213,0.06060606060606061,0.30303030303030304,0.2586599893680127,0.0,1.0,0.0
SD,statesenate,,0.08582571428571428,-0.02857142857142857,0.2,0.033707320331888536,0.0,1.0,0.0
ND,statesenate,,0.148231914893617,0.0425531914893617,0.2553191489361702,0.02904006179294728,0.0,1.0,0.0
WA,ushouse,WA-10,0.9769314363014919,0.8875478015666196,1.0,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-11,0.8000885863863546,0.685260213748507,0.9165839051387235,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-12,0.2912189130402473,0.17887952672956456,0.4041974367920699,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-13,0.26580094501297924,0.15046920946376344,0.38184230164390504,12.5,0.3532746532389905,0.0,0.0
VT,ushouse,VT-01,0.7136462372335572,0.5997172643544807,0.8283301365727372,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-02,0.3141553942710327,0.20152008673206562,0.4283651706488958,12.5,0.3532746532389905,0.0,0.0
VA,ushouse,VA-06,0.35428809720783555,0.2388020724883143,0.4663687327715374,12.5,0.3532746532389905,0.0,0.0
VA,ushouse,VA-08,0.7592881979876375,0.6445807709084703,0.8745016500257814,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-15,0.2652219354769045,0.15059393576064053,0.3791120341278457,12.5,0.3532746532389905,0.0,0.0
VA,ushouse,VA-09,0.023128305371486663,0.0,0.11488295765028256,12.5,0.3532746532389905,0.0,0.0
VA,ushouse,VA-11,0.7162381972776946,0.6014921000643406,0.8316012611584954,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-01,0.2301006866151522,0.11519146772458992,0.3431738591954912,12.5,0.3532746532389905,0.0,0.0
SD,ushouse,SD-01,0.023717394459685195,0.0,0.1144334187586038,12.5,0.3532746532389905,0.0,0.0
SC,ushouse,SC-06,0.6887056666715243,0.5749731336665915,0.8044439438990056,12.5,0.3532746532389905,0.0,0.0
WA,ushouse,WA-04,0.3372313458216693,0.22352500013865606,0.4506705397173575,12.5,0.3532746532389905,0.0,0.0
WA,ushouse,WA-07,0.8320228457267526,0.7164485241719355,0.9476703412811308,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-06,0.2576622031490695,0.1444304159789523,0.3724382233777419,12.5,0.3532746532389905,0.0,0.0
MI,ushouse,MI-13,0.8082604552386965,0.696951182921369,0.9196125987088297,12.5,0.3532746532389905,0.0,0.0
MI,ushouse,MI-14,0.8129094901065377,0.6978550345684734,0.9290696468843557,12.5,0.3532746532389905,0.0,0.0
MN,ushouse,MN-04,0.6857073339147656,0.5715925040796445,0.799867944702885,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-46,0.6887345881647807,0.5725535072967589,0.8053424253628532,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-02,0.02331574337067108,0.0,0.11335807953338799,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-01,0.3451502233207255,0.2312177933500347,0.457370364350058,12.5,0.3532746532389905,0.0,0.0
CO,ushouse,CO-02,0.6346899268338567,0.5207979909373183,0.751676172476153,12.5,0.3532746532389905,0.0,0.0
CO,ushouse,CO-01,0.7575010084923863,0.6442816984483979,0.8716954007989495,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-53,0.9766379338486338,0.8847169266339392,1.0,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-51,0.6859949219061524,0.5701730322525609,0.8007848777350076,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-44,0.976521421466847,0.8859227369278351,1.0,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-11,0.3325463210909557,0.21954835636577938,0.44770274947543426,12.5,0.3532746532389905,0.0,0.0
GA,ushouse,GA-03,0.3500861891684245,0.23523046404968637,0.4640838744832586,12.5,0.3532746532389905,0.0,0.0
ND,ushouse,ND-01,0.28584358423315187,0.17163770346448703,0.40104373458400744,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-01,0.32060593099443174,0.20705181119814495,0.4350378161326322,12.5,0.3532746532389905,0.0,0.0
OK,ushouse,OK-03,0.21431420139745072,0.10386464902758227,0.32728643586320366,12.5,0.3532746532389905,0.0,0.0
OK,ushouse,OK-04,0.2980842925525648,0.18357669128489812,0.4118678357365056,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-11,0.36857201386101507,0.25477509791049235,0.4828883268676557,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-05,0.6503240590241327,0.5338177176455275,0.7664233602212343,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-17,0.34498192895902413,0.22938182454749753,0.4585952141169661,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-05,0.7253730536999241,0.6114900698755179,0.8389833886724863,12.5,0.3532746532389905,0.0,0.0
GA,ushouse,GA-14,0.2527144770583118,0.1374239146885602,0.36764334128138404,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-02,0.7840425118130394,0.6687538069269289,0.8967085725495785,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-01,0.7356715144996506,0.6212656079727844,0.848776761372613,12.5,0.3532746532389905,0.0,0.0
ID,ushouse,ID-02,0.3401018533592799,0.2243987776818721,0.453980114515486,12.5,0.3532746532389905,0.0,0.0
ID,ushouse,ID-01,0.29787941837266263,0.18680406804504182,0.411166267649585,12.5,0.3532746532389905,0.0,0.0
HI,ushouse,HI-02,0.6713635947560792,0.5569386243157708,0.7849294519378782,12.5,0.3532746532389905,0.0,0.0
HI,ushouse,HI-01,0.7202165801736085,0.6070594598866335,0.833931934508776,12.5,0.3532746532389905,0.0,0.0
GA,ushouse,GA-13,0.7744095325625453,0.6621577579477983,0.8866649113810765,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-20,0.7876697083759888,0.6725094869685552,0.9029672635406957,12.5,0.3532746532389905,0.0,0.0
GA,ushouse,GA-09,0.21428123106207578,0.09977262169294826,0.33034238463696625,12.5,0.3532746532389905,0.0,0.0
GA,ushouse,GA-05,0.8515989278025876,0.7381200983896885,0.9650730107481872,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-40,0.728748919358933,0.6145943022026386,0.8434401165986658,12.5,0.3532746532389905,0.0,0.0
GA,ushouse,GA-04,0.801196541401145,0.6863739804561892,0.9167523900477279,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-25,,,,12.5,0.3532746532389905,0.0,0.0
FL,ushouse,FL-24,0.7873243842601025,0.6720840261402595,0.9015200344004871,12.5,0.3532746532389905,0.0,0.0
UT,ushouse,UT-01,0.3043386436627552,0.18951216140710897,0.4202085009665636,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-36,0.24830035584871593,0.13461168841290405,0.3609499953521659,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-35,0.6861629083278874,0.572507259887174,0.8008378319162887,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-03,0.9083380160604414,0.794949132229974,1.0,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-12,0.3412029671094243,0.22627039329844414,0.45621089117532376,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-11,0.18689655001522473,0.07243992272886247,0.3028563563875926,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-09,0.7779427817564881,0.6636984620509017,0.8919373703230372,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-08,0.25974942701588544,0.14414432534994767,0.3730266609955077,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-04,0.2339249253199001,0.11904758664458584,0.3469270781920795,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-03,0.708900693926286,0.5932759332493667,0.8217015771104785,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-08,0.3008798486036994,0.18668828436056076,0.41538220066091097,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-03,0.3124950779778772,0.19713417992177962,0.42977414552290527,12.5,0.3532746532389905,0.0,0.0
OK,ushouse,OK-02,0.22764969696685697,0.1120435199364454,0.34087027661696334,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-05,0.3673249848850947,0.2511878489557862,0.48220930513155097,12.5,0.3532746532389905,0.0,0.0
UT,ushouse,UT-03,0.2803015850918287,0.1671430054421322,0.3935801956523759,12.5,0.3532746532389905,0.0,0.0
WI,ushouse,WI-08,0.358451392734047,0.2458165073431672,0.4736032357159873,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-04,0.3011203422042988,0.18662414570225888,0.41692578659552926,12.5,0.3532746532389905,0.0,0.0
OH,ushouse,OH-05,0.3207574843056501,0.2067045695181348,0.4361596625472257,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-13,0.17794841731636002,0.06783956800596878,0.291706971069509,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-01,0.2737564416467819,0.16001928153584188,0.38729456047483374,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-09,0.7928424258203147,0.6762441783981659,0.9071223471217477,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-18,0.756363338857341,0.6410178242118785,0.8711851717433252,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-19,0.23356200321947296,0.11586815563493169,0.3480929641551629,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-20,0.6616571345251734,0.5477928063238121,0.7764740721503915,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-18,0.6924708156061178,0.5800449416924934,0.8070919135801808,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-07,0.2810748094966632,0.16677155204203983,0.3947602167036514,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-02,0.7260003320307731,0.6134609571671188,0.8408872632035597,12.5,0.3532746532389905,0.0,0.0
OR,ushouse,OR-03,0.7575624766447516,0.6439656021650372,0.8717091926483476,12.5,0.3532746532389905,0.0,0.0
PA,ushouse,PA-09,0.3361673992684632,0.2226021611599756,0.4489026422541913,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-29,0.7220522713262082,0.6089643923274982,0.8368157150091583,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-06,0.24589011654182774,0.13252319787546055,0.35926059110681485,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-30,0.8085506914560925,0.6941092725763034,0.9198831234614886,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-05,0.9770742016642229,0.885648442630037,1.0,12.5,0.3532746532389905,0.0,0.0
TN,ushouse,TN-04,0.33265134469524926,0.2183139706128868,0.447334866383455,12.5,0.3532746532389905,0.0,0.0
TX,ushouse,TX-33,0.7263439580928711,0.6119995518877624,0.8411043758014523,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-04,0.8399981725109834,0.7258004161785915,0.9527510059738896,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-07,0.8567629810463986,0.7418707275937245,0.9722474528326264,12.5,0.3532746532389905,0.0,0.0
NC,ushouse,NC-12,0.9773013227548012,0.8857504116955724,1.0,12.5,0.3532746532389905,0.0,0.0
MO,ushouse,MO-01,0.8049758684207858,0.6881502142790273,0.9206674140847518,12.5,0.3532746532389905,0.0,0.0
NJ,ushouse,NJ-08,0.7706056033686678,0.6550021383666631,0.8833867316338329,12.5,0.3532746532389905,0.0,0.0
NE,ushouse,NE-03,0.18311964394860572,0.06839272467087663,0.29679917420725066,12.5,0.3532746532389905,0.0,0.0
MO,ushouse,MO-08,0.21818550023160224,0.10368852850994856,0.332129687035826,12.5,0.3532746532389905,0.0,0.0
MO,ushouse,MO-07,0.2768356619304935,0.16406857694435398,0.3900715100027792,12.5,0.3532746532389905,0.0,0.0
MO,ushouse,MO-04,0.3052617953298166,0.19084583513840336,0.41921245862163947,12.5,0.3532746532389905,0.0,0.0
MO,ushouse,MO-03,0.2917502043581344,0.17479023281160033,0.40713904886010277,12.5,0.3532746532389905,0.0,0.0
MS,ushouse,MS-04,0.02336730089053944,0.0,0.11659247393563461,12.5,0.3532746532389905,0.0,0.0
NJ,ushouse,NJ-10,0.8611583643539464,0.7472137710192107,0.9747641649616783,12.5,0.3532746532389905,0.0,0.0
MS,ushouse,MS-01,0.31204893583090587,0.19821190953191387,0.4283172205575798,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-02,0.34611421665783615,0.23176066744902002,0.4590815778841838,12.5,0.3532746532389905,0.0,0.0
MN,ushouse,MN-05,0.7140518555544191,0.5985462997868503,0.828972616607397,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-05,0.977366357644856,0.8874337263620208,1.0,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-18,0.2938293229351436,0.17893455234670405,0.4093972658357422,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-15,0.2832319706622703,0.1701531793393152,0.3973541554387496,12.5,0.3532746532389905,0.0,0.0
NJ,ushouse,NJ-09,0.6720597908030591,0.5542216311958551,0.7865206961115888,12.5,0.3532746532389905,0.0,0.0
NJ,ushouse,NJ-12,0.6697600104366273,0.5561415704101702,0.783583435016489,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-08,0.9765765105200479,0.886838374174502,1.0,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-15,0.881832694479858,0.7680505469305843,0.9966601559474109,12.5,0.3532746532389905,0.0,0.0
NC,ushouse,NC-10,0.31160579262365884,0.19731806581684092,0.4254852819380602,12.5,0.3532746532389905,0.0,0.0
NC,ushouse,NC-05,0.31760379282514295,0.2020593235157817,0.43107396032749334,12.5,0.3532746532389905,0.0,0.0
NC,ushouse,NC-04,0.6728344482516002,0.5593887454850456,0.7872246934315872,12.5,0.3532746532389905,0.0,0.0
NC,ushouse,NC-03,0.36556873712606386,0.2506712319256403,0.48203043861164613,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-26,0.6731596863538876,0.5583908653114091,0.7908396438067863,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-16,0.9768018320523404,0.8859698380247997,1.0,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-14,0.6916317586705223,0.5771088156680276,0.8080487266723471,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-07,0.8368978078655971,0.7218977724840119,0.9515744378456819,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-13,0.9134797492961602,0.801232957644797,1.0,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-12,0.8013136705875,0.686701381858892,0.9148528485006954,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-10,0.6941065642668586,0.5799373695530873,0.8090563002021238,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-09,0.8232279386369955,0.7096069113434844,0.9403405781524842,12.5,0.3532746532389905,0.0,0.0
NY,ushouse,NY-08,0.8259216666038653,0.7107137347853639,0.9421949340987656,12.5,0.3532746532389905,0.0,0.0
IN,ushouse,IN-03,0.32200996055243414,0.20971906256640607,0.4375550953990388,12.5,0.3532746532389905,0.0,0.0
IL,ushouse,IL-09,0.7069333605782296,0.5916516743869746,0.8216005544903321,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-35,0.6939525905517565,0.5808500163728851,0.8095262536378895,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-34,0.9767807680619027,0.8891395738488002,1.0,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-06,0.022968284910577896,0.0,0.11388227038400256,12.5,0.3532746532389905,0.0,0.0
AR,ushouse,AR-04,0.2818320649657685,0.16855800634341334,0.3933077286391696,12.5,0.3532746532389905,0.0,0.0
AR,ushouse,AR-03,0.33107705015328365,0.21769087588070893,0.44388347413686796,12.5,0.3532746532389905,0.0,0.0
AR,ushouse,AR-01,0.02358188512001615,0.0,0.1126395641781099,12.5,0.3532746532389905,0.0,0.0
AZ,ushouse,AZ-07,0.7671196285525987,0.6529333959932786,0.8784151036045036,12.5,0.3532746532389905,0.0,0.0
AZ,ushouse,AZ-04,0.303474201328978,0.19109373581995637,0.41778418698045,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-07,0.9766115256370053,0.8853636702324725,1.0,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-05,0.022863047497144996,0.0,0.11147389172246472,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-33,0.6766035506311722,0.5640763341184187,0.7916427219025587,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-04,0.1702408098674275,0.05483871954678165,0.28439708551568305,12.5,0.3532746532389905,0.0,0.0
AL,ushouse,AL-03,0.3247916258582126,0.21063786869005008,0.4377617458626579,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-12,0.9769732331433559,0.8889689235297927,1.0,12.5,0.3532746532389905,0.0,0.0
NC,ushouse,NC-13,0.31846609414638694,0.20307847987815353,0.43169639047043734,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-38,0.9768984938202926,0.8871929159869375,1.0,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-43,0.7165335096013348,0.6010880915111111,0.8323646474480343,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-02,0.7680731913611962,0.6551615909263225,0.8792677021219695,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-05,0.769022516991291,0.6574131355775724,0.8830470119401699,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-06,0.737654669444084,0.6250193375627301,0.8531983339908137,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-11,0.7308414161654332,0.6158596270931824,0.8446436698313363,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-13,0.9032231194874175,0.78779753075591,1.0,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-37,0.858796713225074,0.744999595672273,0.9719605943891738,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-14,0.792656515201723,0.6778039492776718,0.9078428861314214,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-15,0.709702302749539,0.5955619152122017,0.8221637190415165,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-17,0.7140746105337976,0.5981421986170089,0.8298284258083714,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-18,0.9768242368882684,0.8857929701099572,1.0,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-19,0.7177360520323599,0.6043717091772456,0.8319258363345668,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-20,0.7689484297608659,0.6557075415621259,0.881725654267473,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-23,0.3818422024452105,0.26741482243106984,0.4961394311280537,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-28,0.7279201978539099,0.6141084950710654,0.8402721576268911,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-29,0.9765117722576697,0.8869313936846974,1.0,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-30,0.6960880683637505,0.5818643139031561,0.8107423284200251,12.5,0.3532746532389905,0.0,0.0
CA,ushouse,CA-32,0.6657297659130575,0.552495219407083,0.780150724852375,12.5,0.3532746532389905,0.0,0.0
WY,statehouse,,0.12160499999999999,0.0,0.23333333333333334,0.02207344542733431,0.0,1.0,0.0
